id,image,conversations
32,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cánh mũi và lỗ mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi tẹt, cánh mũi hẹp, lỗ mũi rộng, hếch.\u200b'}]"
33,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má không cao, không thấp, có thịt, nét mềm mại.\u200b'}]"
34,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên dày.\u200b'}]"
35,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và mũi?'}, {'from': 'gpt', 'value': 'Trán rộng, cao.\u200b'}]"
36,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của nó?'}, {'from': 'gpt', 'value': 'Tai to, vị trí cao ngang mắt.\u200b'}]"
37,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày không đậm không nhạt, khoảng cách vừa, không xa, không gần.\u200b'}]"
38,original/hỏa/21.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm không bạnh.\u200b'}]"
39,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân, Thượng, Trung, hạ đình bằng nhau.\u200b'}]"
40,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
41,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, hơi lồi, không sáng.\u200b'}]"
42,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi, cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn vừa, mũi cao, cánh mũi bè.\u200b'}]"
43,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp, nhiều thịt.\u200b'}]"
44,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên không dày, không mỏng.\u200b'}]"
45,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán rộng, cao, phẳng.\u200b'}]"
46,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả vị trí tai và dái tai?'}, {'from': 'gpt', 'value': 'Có dái tai. Vị trí tai nằm ngang mắt.\u200b'}]"
47,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày đậm, khoảng cách giữa 2 mày hơi gần nhau.\u200b'}]"
48,original/hỏa/A-Lan-4.6-vest-683x1024.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi bạnh.\u200b'}]"
49,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình > thượng đình > Hạ đình.\u200b'}]"
50,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
51,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, hơi lồi.\u200b'}]"
52,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cánh mũi và mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, cánh mũi hẹp.\u200b'}]"
53,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng vừa, kín, môi trên hơi mỏng.\u200b'}]"
54,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao.\u200b'}]"
55,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm không đẩy ra trước.\u200b'}]"
56,original/hỏa/image-review-3-tiem-chup-anh-the-lay-ngay-dep-nhat-ha-giang-nam-2022-164492915439165.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày và khoảng cách giữa hai chân mày?'}, {'from': 'gpt', 'value': 'Lông mày đậm, khoảng cách 2 chân mày hơi xa.\u200b'}]"
57,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình thấp, Thượng và hạ đình cao.\u200b'}]"
58,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
59,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt to, lồi.\u200b'}]"
60,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cánh mũi và mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, cánh mũi hẹp.\u200b'}]"
61,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má hơi cao.\u200b'}]"
62,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên không dày không mỏng.\u200b'}]"
63,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và mũi?'}, {'from': 'gpt', 'value': 'Trán rộng và cao.\u200b'}]"
64,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm và tai?'}, {'from': 'gpt', 'value': 'Cằm ngắn, tai to và cao.\u200b'}]"
65,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của chân mày?'}, {'from': 'gpt', 'value': 'Tai dài, rộng, có dái tai. Vị trí cao ngang chân mày.\u200b'}]"
66,original/hỏa/long-may-cho-mat-tron.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày xa nhau, đậm, có mi cốt.\u200b'}]"
67,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Thượng và trung đình bằng nhau, hạ đình dài.\u200b'}]"
68,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
69,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hẹp, sâu.\u200b'}]"
70,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày hơi xa nhau, lông mày nhạt.\u200b'}]"
71,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, cánh mũi bè ra, dày.\u200b'}]"
72,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao, đầy đặn, mở rộng ra bên ngoài.\u200b'}]"
73,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa phải, môi trên mỏng.\u200b'}]"
74,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả cười?'}, {'from': 'gpt', 'value': 'Cười lộ nhiều răng. Răng trên đẹp.\u200b'}]"
75,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao, rộng, hơi dô.'}]"
76,original/hỏa/mat Hoa.PNG,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm hơi đẩy ra phía trước.\u200b'}]"
77,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình thấp, Thượng và hạ đình cao.\u200b'}]"
78,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
79,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt nhỏ, sâu.\u200b'}]"
80,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi và cánh mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi thấp, cánh mũi bè, nhiều thịt.\u200b'}]"
81,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao, nhiều thịt.\u200b'}]"
82,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên không dày không mỏng.\u200b'}]"
83,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao, rộng, dô.\u200b'}]"
84,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đẩy ra trước.\u200b'}]"
85,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai dài, có dái tai, vị trí cao ngang mắt.\u200b'}]"
86,original/hỏa/ResizeImage.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày không đậm không nhạt, có mi cốt.\u200b'}]"
87,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Trung đình ngắn hơn Thượng và hạ đình.\u200b'}]"
88,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt ngang + cốt ẩn -> tướng Hỏa.\u200b'}]"
89,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt hơi to, không sâu, không lồi.\u200b'}]"
90,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả sơn căn, mũi?'}, {'from': 'gpt', 'value': 'Sơn căn thấp, mũi cao, nhiều thịt.\u200b'}]"
91,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp, nhiều thịt.\u200b'}]"
92,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng?'}, {'from': 'gpt', 'value': 'Miệng hơi rộng, môi trên dày.\u200b'}]"
93,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao.\u200b'}]"
94,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của nó?'}, {'from': 'gpt', 'value': 'Tai dài, vị trí cao ngang mắt.\u200b'}]"
95,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': 'Lông mày nhạt, khoảng cách xa nhau.\u200b'}]"
96,original/hỏa/z4124027191260-b1e12b859499571215d5e714693b4148.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm không bạnh.\u200b'}]"
97,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: Thượng đình < Trung đình < Hạ đình.\u200b'}]"
98,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
99,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày gần nhau, lông mày đậm, cụp xuống.\u200b'}]"
100,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và vị trí tai?'}, {'from': 'gpt', 'value': 'Trán không cao, nhưng rộng\u200b'}]"
101,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt nhỏ, hơi sâu.\u200b'}]"
102,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lỗ mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, bè ra, lỗ mũi rộng.\u200b'}]"
103,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má thấp.\u200b'}]"
104,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên hơi mỏng.\u200b'}]"
105,original/kim/6759dc86-6294-4ae2-868c-016bcf116311.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm bạnh.\u200b'}]"
106,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: cân phân.\u200b'}]"
107,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
108,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lông mày?'}, {'from': 'gpt', 'value': '2 lông mày xa nhau, lông mày đậm, cụp xuống.\u200b'}]"
109,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt sâu, hơi nhỏ.\u200b'}]"
110,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mũi và sơn căn?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, to, hơi bè ra.\u200b'}]"
111,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
112,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán?'}, {'from': 'gpt', 'value': 'Trán cao.\u200b'}]"
113,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng rộng, môi trên mỏng. Pháp lệnh dài đến mép môi\u200b'}]"
114,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai và vị trí của nó?'}, {'from': 'gpt', 'value': 'Tai rộng, vị trí cao ngang mắt.\u200b'}]"
115,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đẩy ra trước.\u200b'}]"
116,original/kim/c1de8bac-a8e0-484f-93d4-f82b9399de5a.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả hàm?'}, {'from': 'gpt', 'value': 'Hàm hơi bạnh.\u200b'}]"
117,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả Tam đình?'}, {'from': 'gpt', 'value': 'Tam đình: thượng đình ngắn, trung và hạ đình dài.\u200b'}]"
118,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mặt và cốt lộ?'}, {'from': 'gpt', 'value': 'Mặt dài + cốt lộ -> tướng Kim.\u200b'}]"
119,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả 2 lông mày?'}, {'from': 'gpt', 'value': '2 lông mày không gần, không xa nhau, lông mày hơi nhạt, có mi cốt.\u200b'}]"
120,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả mắt?'}, {'from': 'gpt', 'value': 'Mắt vừa, không sâu, không lồi.\u200b'}]"
121,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả lỗ mũi?'}, {'from': 'gpt', 'value': 'Sơn căn cao, mũi cao, hơi bè ra, lỗ mũi lớn.\u200b'}]"
122,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả gò má?'}, {'from': 'gpt', 'value': 'Gò má cao.\u200b'}]"
123,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả miệng và môi?'}, {'from': 'gpt', 'value': 'Miệng vừa, môi trên vừa.\u200b'}]"
124,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả tai?'}, {'from': 'gpt', 'value': 'Tai rộng, hướng về trước, vị trí tai hơi thấp.\u200b'}]"
125,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả trán và hàm?'}, {'from': 'gpt', 'value': 'Trán không quá cao, rộng, phẳng, Hàm bạnh.\u200b'}]"
126,original/kim/c765ad73-f2b0-4ca5-87ce-2e7cc2c9d05b.jpg,"[{'from': 'human', 'value': '<image>\nHãy mô tả cằm?'}, {'from': 'gpt', 'value': 'Cằm đẩy ra trước\u200b'}]"
